chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Loki (Hellbringer),M,7594,3052,2200,18067672,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,325,TR:CI,Sniper,Standard Armor,Standard,128,61,104,33,26,-7,Biped,5,5,0,0,0,None,40.2,59,59,25,"1xCASE:RA, 1xStreak SRM 6:RT, 1xGauss Rifle:RA, 1xSRM 6 Ammo:LT, 1xStreak SRM 6 Ammo:RT, 1xCASE:LT, 2xER Large Laser:LA, 2xGauss Ammo:RA, 1xSRM 6:CT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki (Hellbringer),T,7441,3142,2444,18706531,Standard,Clan,F/X-X-X-D,Mek,BattleMek Omni,1, XL,325,RG01,Sniper,Standard Armor,Standard,128,61,104,52,34,-18,Biped,5,5,0,0,0,None,41.2,65,65,23,"1xER PPC:LA, 3xER Medium Laser:LT, 2xATM 6 Ammo:RT, 1xAP Gauss Ammo:RT, 1xATM 6:RT, 1xAnti-Missile System:HD, 1xER PPC:RA, 1xCASE II:RT, 2xAP Gauss Rifle:RT, 1xAMS Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",Searchlight,,,,,,,
Loki Mk II (Hel),(Prime),6277,3121,2189,15819719,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,260,TR:3145:C,Sniper,Ferro-Fibrous,Endo Steel,182,86,104,29,24,-5,Biped,4,4,0,0,0,None,45.7,58,58,25,"1xER Large Laser:RA, 1xCASE:RA, 2xGauss Ammo:LT, 1xGauss Rifle:RA, 1xStreak SRM 4 Ammo:RT, 1xGauss Ammo:RT, 1xER Large Laser:LA, 1xStreak SRM 4:RT, 1xCASE:LA, 1xGauss Rifle:LA, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Multi-Trac,,,,,,,
Loki Mk II (Hel),A,6278,3121,2249,17861594,Standard,Clan,F/X-X-F-E,Mek,BattleMek Omni,1, XL,260,TR:3145:C,Brawler,Ferro-Fibrous,Endo Steel,182,86,104,56,32,-24,Biped,4,4,0,0,0,None,45.7,80,80,23,"1xER PPC:LA, 1xAP Gauss Ammo:LT, 1xCASE:LT, 2xAP Gauss Rifle:RT, 1xAngel ECM Suite:RT, 1xLB 10-X AC:LT, 2xImp. Heavy Medium Laser:RT, 1xCASE:RT, 1xMedium Pulse Laser:LA, 1xLB 10-X Cluster Ammo:LT, 1xER PPC:RA, 1xMedium Pulse Laser:RA, 1xLB 10-X Ammo:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Multi-Trac,,,,,,,
Loki Mk II (Hel),B,6279,3121,1798,15539219,Advanced,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, XL,260,TR:3145:C,Brawler,Ferro-Fibrous,Endo Steel,182,86,104,48,30,-18,Biped,4,4,0,0,0,None,36.3,58,58,25,"1xER Large Laser:RA, 2xMedium Pulse Laser:RT, 3xLong Tom Cannon Ammo:RT, 1xLong Tom Cannon:LT/LA, 2xMedium Pulse Laser:RA, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Multi-Trac,,,,,,,
Loki Mk II (Hel),C,9571,3130,2214,17873969,Standard,Clan,F/X-X-X-D,Mek,BattleMek Omni,1, XL,260,RG33,Missile Boat,Ferro-Fibrous,Endo Steel,182,86,104,32,24,-8,Biped,4,4,0,0,0,None,24.4,48,48,15,"3xATM 12 ER Ammo:RT, 1xCASE:RA, 1xATM 12 Ammo:LA, 1xATM 12:LA, 1xATM 12 HE Ammo:LA, 1xATM 12:LT, 1xATM 12 Ammo:RA, 1xCASE:LT, 1xATM 12 HE Ammo:RA, 2xATM 12 Ammo:LT, 1xATM 12:RA, 1xCASE:RT, 1xATM 12:RT, 1xATM 12 HE Ammo:LT, 1xCASE:LA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Loki Mk II (Hel),D,9572,3132,2370,19152719,Standard,Clan,F/X-X-X-D,Mek,BattleMek Omni,1, XL,260,RG33,Skirmisher,Ferro-Fibrous,Endo Steel,182,86,104,50,24,-26,Biped,4,4,6,6,0,None,23.5,60,60,25,"2xLRM 15 Ammo:RA, 1xCASE:RA, 1xPlasma Cannon:RA, 1xPlasma Cannon Ammo:RT, 1xER Large Laser:RT, 1xPlasma Cannon:LA, 1xLRM 15:RA, 1xLRM 15:LA, 1xImp. Heavy Medium Laser:RA, 1xImp. Heavy Medium Laser:LA, 1xCASE:LA, 2xLRM 15 Ammo:LA, 2xPlasma Cannon Ammo:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Loki Mk II (Hel),E,9574,3136,2443,15935219,Standard,Clan,F/X-X-X-E,Mek,BattleMek Omni,1, XL,260,RG33,Brawler,Ferro-Fibrous,Endo Steel,182,86,104,53,28,-25,Biped,4,4,0,0,0,None,41.5,95,95,25,"1xRAC/5 Ammo:LT, 1xER Medium Laser:LA, 2xStreak SRM 6:RT, 2xER Medium Laser:LT, 1xStreak SRM 6 Ammo:RT, 1xCASE:LT, 2xER Large Laser:LA, 2xRAC/5 Ammo:RT, 1xRotary AC/5:RT/RA, 1xTargeting Computer:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Loki Mk II (Hel),F,9575,3147,2512,16632344,Standard,Clan,F/X-X-X-D,Mek,BattleMek Omni,1, XL,260,RG33,Sniper,Ferro-Fibrous,Endo Steel,182,86,104,60,40,-20,Biped,4,4,0,0,0,None,40,60,60,23,"1xER PPC:LA, 1xCASE:RA, 1xER PPC:LT, 1xER PPC:RT, 1xCASE:LT, 1xER PPC:RA, 1xCASE:LA, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Loki Mk II (Hel),T,9573,3142,2077,21196656,Standard,Clan,F/X-X-X-D,Mek,BattleMek Omni,1, XL,260,RG33,Brawler,Ferro-Fibrous,Endo Steel,182,86,104,29,28,-1,Biped,4,4,0,0,0,None,56.5,68,68,18,"1xCASE:RA, 1xUltra AC/10 Ammo:RA, 1xUltra AC/10 Ammo:LA, 2xUltra AC/10 Ammo:LT, 1xCASE:LT, 1xTargeting Computer:LT, 1xCASE:RT, 1xSupercharger:LT, 1xUltra AC/10:LA, 1xImp. Heavy Medium Laser:RA, 2xUltra AC/10 Ammo:RT, 1xImp. Heavy Medium Laser:LA, 1xUltra AC/10:RA, 1xSRM 4 Ammo:RT, 1xCASE:LA, 1xSRM 4:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Longbow,LGB-0C,5619,2480,1295,7780946,Advanced,Inner Sphere,D/D-X-X-F,Mek,BattleMek,0, Fusion,310,XTR:Primitives III,Missile Boat,Primitive,Standard,144,55,130,19,15,-4,Biped,3,3,0,0,0,None,30.3,53,53,21,"3xLRM 20 Ammo:LT, 1xLRM 20:RA, 1xSmall Laser:HD, 1xLRM 20:LA, 1xMedium Laser:RT, 3xLRM 20 Ammo:RT, 1xMedium Laser:LT, 1xPrimitive Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Communications, Searchlight, Ubiquitous (Inner Sphere), Cramped Cockpit, No/Minimal Arms, Obsolete, Weak Legs",,,,,,,
Longbow,LGB-0H,8330,3065,1813,8932108,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,340,RG20,Sniper,Standard Armor,Standard,232,88,130,98,22,-76,Biped,4,4,0,0,0,None,8.2,280,20,18,"10xRocket Launcher 10:RA, 1xPPC:RT, 3xRocket Launcher 10:RT, 10xRocket Launcher 10:LA, 1xPPC:LT, 3xRocket Launcher 10:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",,,,,,,,
Longbow,LGB-0W,1930,2529,1337,8647671,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,340,TR:3039,Missile Boat,Standard Armor,Standard,144,55,130,17,13,-4,Biped,4,4,0,0,0,None,26.6,53,53,21,"2xLRM 20 Ammo:LT, 2xLRM 5 Ammo:CT, 1xLRM 5:LT, 1xLRM 20:RA, 1xSmall Laser:HD, 1xLRM 20:LA, 2xLRM 20 Ammo:RT, 1xLRM 5:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-0W2,8331,2531,1410,8599108,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,340,RG20,Missile Boat,Standard Armor,Standard,168,64,130,16,13,-3,Biped,4,4,0,0,0,None,25.8,50,50,21,"2xLRM 20 Ammo:LT, 1xLRM 5 Ammo:CT, 1xLRM 5:LT, 1xLRM 20:RA, 1xLRM 20:LA, 2xLRM 20 Ammo:RT, 1xLRM 5:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",,,,,,,,
Longbow,LGB-0W (Vijay),,3052,1435,9617071,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,340,Force Manual: Davion,Missile Boat,Ferro-Fibrous,Standard,143,54,130,17,20,3,Biped,4,4,0,0,0,None,34.7,53,53,21,"2xLRM 20 Ammo:LT, 2xLRM 5 Ammo:CT, 1xLRM 5:LT, 1xLRM 20:RA, 1xArtemis IV FCS:LT, 1xSmall Laser:HD, 1xArtemis IV FCS:LA, 1xLRM 20:LA, 2xLRM 20 Ammo:RT, 1xLRM 5:RT, 1xArtemis IV FCS:RT, 1xArtemis IV FCS:RA, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), Ubiquitous (Clans), No/Minimal Arms",,,,,,,
Longbow,LGB-7Q,1936,2610,1618,7408325,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,255,TR:3058U,Missile Boat,Standard Armor,Standard,232,88,130,22,22,0,Biped,3,3,0,0,0,None,41.7,60,60,21,"2xLRM 20 Ammo:LT, 1xLRM 5 Ammo:CT, 1xLRM 5:LT, 1xLRM 20:RA, 1xLRM 20:LA, 1xMedium Laser:RT, 2xLRM 20 Ammo:RT, 1xMedium Laser:LT, 1xLRM 5:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-7V,1937,3056,1816,17176325,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,255,TR:3058U,Missile Boat,Standard Armor,Standard,256,97,130,44,28,-16,Biped,3,3,0,0,0,None,40.3,78,78,21,"2xMedium Pulse Laser:RT, 1xLRM 20:RA, 3xLRM 20 Artemis Ammo:RT, 2xMedium Pulse Laser:LT, 1xER Large Laser:CT, 1xArtemis IV FCS:LA, 1xLRM 20:LA, 1xCASE:LT, 1xMedium Pulse Laser:HD, 1xArtemis IV FCS:RA, 3xLRM 20 Artemis Ammo:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-8C,8332,2615,1653,7548925,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,255,RG20,Missile Boat,Standard Armor,Standard,232,88,130,28,20,-8,Biped,3,3,0,0,0,None,37,70,70,21,"2xLRM 20 Ammo:LT, 1xLRM 5 Ammo:CT, 1xLRM 5:LT, 1xLRM 20:RA, 1xLRM 20:LA, 1xMedium Laser:RT, 2xLRM 20 Ammo:RT, 1xMedium Laser:RT, 1xMedium Laser:LT, 1xLRM 5:RT, 1xMedium Laser:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), Ubiquitous (Clans), No/Minimal Arms",,,,,,,
Longbow,LGB-8V,1938,3068,1808,16687925,Advanced,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,255,TR:3085,Missile Boat,Standard Armor,Standard,256,97,130,40,20,-20,Biped,3,3,0,0,0,None,30,60,60,19,"1xArrow IV Homing Ammo:RL, 1xMedium Pulse Laser:RT, 1xArrow IV Ammo:LT, 1xMedium Pulse Laser:LT, 1xArrow IV Homing Ammo:RT, 1xCASE:LT, 1xArrow IV Homing Ammo:LL, 1xArrow IV Ammo:LL, 1xArrow IV Ammo:RT, 1xCASE:RT, 1xArrow IV Homing Ammo:LT, 1xArrow IV:RT/RA, 1xArrow IV Ammo:RL, 1xER Large Laser:CT, 1xArrow IV:LT/LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-10C,8333,3061,1898,9276825,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,255,RG20,Missile Boat,Standard Armor,Standard,232,88,130,36,28,-8,Biped,3,3,0,0,0,None,40.2,70,70,21,"2xLRM 20 Artemis Ammo:RT, 1xER Medium Laser:LT, 1xArtemis IV FCS:LA, 1xER Medium Laser:LT, 1xCASE:LT, 1xArtemis IV FCS:RA, 1xCASE:RT, 1xLRM 5:LT, 1xLRM 20:RA, 1xArtemis IV FCS:LT, 1xLRM 5 Artemis Ammo:LT, 1xLRM 20:LA, 1xLRM 5 Artemis Ammo:RT, 1xER Medium Laser:RT, 1xLRM 5:RT, 1xArtemis IV FCS:RT, 1xER Medium Laser:RT, 2xLRM 20 Artemis Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",,,,,,,,
Longbow,LGB-10K,8334,3140,1791,16769325,Standard,Inner Sphere,E/X-X-X-D,Mek,BattleMek,0, XL,255,RG20,Juggernaut,Standard Armor,Standard,256,97,130,48,28,-20,Biped,3,3,0,0,0,None,41.3,94,94,19,"1xUltra AC/20 Ammo:RL, 1xUltra AC/20:LA, 2xUltra AC/20 Ammo:LT, 1xER Large Laser:CT, 1xCASE:LT, 2xUltra AC/20 Ammo:RT, 1xMedium Pulse Laser:HD, 1xUltra AC/20 Ammo:LL, 1xUltra AC/20:RA, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Longbow,LGB-12C,1931,3061,1686,17577313,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,255,TR:3085S,Missile Boat,Standard Armor,Standard,200,76,130,28,24,-4,Biped,3,3,0,0,0,None,45.8,79,79,21,"2xLRM 20 Artemis Ammo:RT, 2xArtemis IV FCS:LA, 1xLRM 15:RA, 1xCASE:LT, 2xArtemis IV FCS:RA, 1xLRM 15:LA, 1xCASE:RT, 1xER Small Laser:HD, 2xLRM 15 Artemis Ammo:LT, 1xLRM 20:RA, 1xLRM 20:LA, 2xLRM 15 Artemis Ammo:RT, 2xER Small Laser:CT, 3xLRM 20 Artemis Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-12R,1932,3082,1979,14077575,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,255,TR:3085,Missile Boat,Standard Armor,Standard,216,82,130,37,22,-15,Biped,3,3,3,3,0,None,30.3,73,73,21,"1xLRM 15:LT, 1xLRM 15:RA, 1xCASE:LT, 1xER Medium Laser:HD, 4xLRM 15 Ammo:LT, 1xLRM 15:RT, 4xLRM 15 Ammo:RT, 1xLRM 15:LA, 1xER Large Laser:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Light Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-13C,1933,3070,1397,21293346,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,340,TR:3085,Missile Boat,Standard Armor,Standard,200,76,130,30,24,-6,Biped,4,4,0,0,0,None,50.3,93,93,5,"1xMML 7/LRM Artemis Ammo:RT, 2xMML 7:RA, 1xMML 7:LT, 2xMML 7/SRM Artemis Ammo:RT, 2xArtemis IV FCS:LA, 2xMML 7/LRM Artemis Ammo:LT, 1xCASE:LT, 2xArtemis IV FCS:RA, 1xCASE:RT, 1xER Small Laser:HD, 2xMML 7:LA, 1xMML 7:RT, 1xArtemis IV FCS:LT, 1xMML 7/SRM Artemis Ammo:LT, 2xER Small Laser:CT, 1xArtemis IV FCS:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-13NAIS,1934,3069,1804,9312438,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, Fusion,255,TR:3085,Juggernaut,Standard Armor,Endo Steel,263,100,130,18,20,2,Biped,3,3,0,0,0,C3 Slave,43.2,45,43,15,"3xLight AC/5:RA, 1xER Small Laser:LT, 1xCASE:LT, 1xCASE:RT, 1xER Medium Laser:RL, 1xC3 Slave:HD, 1xAnti-BattleArmor Pods (B-Pods):RL, 4xLAC/5 Ammo:RT, 1xECM Suite (Guardian):CT, 3xLight AC/5:LA, 3xLAC/5 Ammo:LT, 1xER Medium Laser:LL, 1xAnti-BattleArmor Pods (B-Pods):LL, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-14C,1935,3070,1421,16567675,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,255,TR:3085,Missile Boat,Standard Armor,Standard,224,85,130,45,20,-25,Biped,3,3,0,0,0,None,35.8,123,123,12,"1xMML 9/SRM Ammo:RL, 2xMML 9:RA, 1xMML 9/LRM Ammo:LL, 1xMML 9/LRM Ammo:RL, 2xMML 9:LA, 1xCASE:LT, 1xMML 9:LT, 1xCASE:RT, 2xER Medium Laser:CT, 1xMML 9/SRM Ammo:LT, 1xMML 9:RT, 2xMML 9/SRM Ammo:RT, 1xER Medium Laser:HD, 1xMML 9/SRM Ammo:LL, 2xMML 9/LRM Ammo:LT, 1xMML 9/LRM Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-14C2,6854,3088,1291,17150425,Advanced,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, XL,255,RS:3145-NTNU,Missile Boat,Standard Armor,Standard,224,85,130,35,20,-15,Biped,3,3,0,0,0,C3 Boosted Slave,40.4,113,113,12,"1xMML 9/SRM Ammo:RL, 2xMML 9:RA, 1xMML 9/LRM Ammo:LL, 1xC3 Boosted Slave:HD, 1xMML 9/LRM Ammo:RL, 2xMML 9:LA, 1xCASE:LT, 1xMML 9:LT, 1xCASE:RT, 1xER Medium Laser:CT, 1xMML 9/SRM Ammo:LT, 1xMML 9:RT, 2xMML 9/SRM Ammo:RT, 1xMML 9/SRM Ammo:LL, 2xMML 9/LRM Ammo:LT, 1xMML 9/LRM Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Anti-Aircraft Targeting, Searchlight, Ubiquitous (Inner Sphere), No/Minimal Arms",,,,,,,
Longbow,LGB-14Q,8347,3101,1828,20971908,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,340,RG20,Missile Boat,Standard Armor,Standard,256,97,130,38,24,-14,Biped,4,4,0,0,0,None,36.7,80,80,21,"2xLRM 20 Ammo:LT, 1xMML 5:LT, 1xER Medium Laser:LT, 1xMML 5:RT, 1xER Medium Laser:LT, 1xMML 5/SRM Ammo:RT, 1xLRM 20:RA, 1xMML 5/LRM Ammo:LT, 1xLRM 20:LA, 2xLRM 20 Ammo:RT, 1xCASE II:RT, 1xER Medium Laser:RT, 1xCASE II:LT, 1xER Medium Laser:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Longbow,LGB-14V,8336,3105,1763,20907158,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,340,RG20,Brawler,Standard Armor,Standard,256,97,130,36,28,-8,Biped,4,4,0,0,0,None,40.2,70,70,21,"2xMRM 20 Ammo:LT, 2xMRM 20 Ammo:RT, 1xER Medium Laser:LT, 1xLRM 5 Ammo:LT, 1xMRM 20:RA, 1xLight PPC:LT, 1xLRM 5 Ammo:RT, 1xLRM 5:LT, 1xMRM 20:LA, 1xLight PPC:RT, 1xApollo MRM FCS:RA, 1xCASE II:RT, 1xLRM 5:RT, 1xCASE II:LT, 1xApollo MRM FCS:LA, 1xER Medium Laser:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Longshot,LNG-1B,1946,3054,899,5760405,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,245,TR:3055U,Striker,Standard Armor,Endo Steel,96,81,58,16,20,4,Biped,7,7,0,0,0,None,33,41,41,9,"1xSRM 6:LT, 1xSmall Laser:RT, 1xSRM 6 Narc Ammo:LT, 1xNarc Ammo:RA, 1xMedium Laser:RT, 1xNarc:RA, 1xSmall Laser:LT, 1xMedium Laser:LT, 1xSRM 6 Narc Ammo:RT, 1xSRM 6:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Difficult to Maintain,,,,,,,
Longshot,LNG-2,1947,3058,1215,6218730,Advanced,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, XL,245,TR:3055U,Striker,Reactive,Endo Steel,96,81,58,26,20,-6,Biped,7,7,0,0,0,None,26.2,42,42,9,"1xSRM 6:LT, 1xSmall X-Pulse Laser:RT, 1xArtemis IV FCS:LT, 1xMedium X-Pulse Laser:RT, 1xMedium X-Pulse Laser:LT, 1xSRM 6 Artemis Ammo:RT, 1xSmall X-Pulse Laser:LT, 1xArtemis IV FCS:RT, 1xSRM 6:RT, 1xReactive Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Difficult to Maintain,,,,,,,
Longshot,LNG-2 (Reskov),9243,3084,1787,6268005,Standard,Mixed,F/X-X-E-E,Mek,BattleMek,0, XL,245,TR:3055U,Striker,Ferro-Fibrous,Endo Steel,115,97,58,21,20,-1,Biped,7,7,6,6,0,None,38.3,46,46,15,"1xSmall Laser:RT, 1xStreak SRM 6:RT, 1xTargeting Computer:HD, 1xER Small Laser:LT, 1xER Medium Laser:LT, 1xStreak SRM 6 Ammo:RT, 1xStreak SRM 6 Ammo:LT, 1xStreak SRM 6:LT, 1xER Medium Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Difficult to Maintain,,,,,,,
Longshot,LNG-3,1948,3062,955,18297405,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XXL,245,TR:3055U,Striker,Standard Armor,Endo Steel,96,81,58,24,20,-4,Biped,7,7,0,0,0,None,29.2,43,43,9,"1xSRM 6:LT, 1xSRM 6 Narc Ammo:LT, 1xER Small Laser:LT, 1xNarc Ammo:RA, 1xMedium X-Pulse Laser:RT, 1xMedium X-Pulse Laser:LT, 1xNarc:RA, 1xSRM 6 Narc Ammo:RT, 1xSRM 6:RT, 1xER Small Laser:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine",Difficult to Maintain,,,,,,,
Longshot,LNG-3C,1949,3064,971,18447930,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XXL,245,TR:3055U,Striker,Standard Armor,Endo Steel,96,81,58,22,20,-2,Biped,7,7,0,0,0,None,26.8,35,35,15,"1xiNarc Ammo:RA, 1xSRM 4:LT, 1xER Small Laser:LT, 1xMedium X-Pulse Laser:RT, 1xSRM 4 Narc Ammo:RT, 1xMedium X-Pulse Laser:LT, 1xSRM 4 Narc Ammo:LT, 1xiNarc:RA, 1xSRM 4:RT, 1xER Small Laser:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine",Difficult to Maintain,,,,,,,
Longshot,LNG-4,1950,3068,1086,18315630,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XXL,245,TR:3055U,Striker,Standard Armor,Endo Steel,96,81,58,26,20,-6,Biped,7,7,0,0,0,None,26.2,42,42,9,"1xSmall X-Pulse Laser:RT, 1xStreak SRM 6:RT, 1xStreak SRM 6 Ammo:RT, 1xMedium X-Pulse Laser:RT, 1xStreak SRM 6 Ammo:LT, 1xStreak SRM 6:LT, 1xMedium X-Pulse Laser:LT, 1xSmall X-Pulse Laser:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XXL Engine:Engine",Difficult to Maintain,,,,,,,
Lu Wei Bing,LN-4B,6471,3110,2045,19426018,Standard,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, Light,340,TR:3145:CC,Brawler,Standard Armor,Endo Steel,256,97,130,19,20,1,Biped,4,4,4,4,0,None,36.3,40,40,18,"1xMML 5:LT, 1xMML 5/SRM Ammo:RT, 2xLight PPC:LA, 2xLB 20-X Ammo:RT, 2xLB 20-X Cluster Ammo:RT, 1xCASE II:RT, 1xMML 5/LRM Ammo:RT, 1xAngel ECM Suite:CT, 1xLB 20-X AC:RT/RA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine",Easy to Maintain,,,,,,,
Lupus,Prime,1965,2857,2428,9271200,Standard,Clan,F/X-X-E-D,Mek,BattleMek Omni,1, Fusion,300,TR:GC,Missile Boat,Ferro-Fibrous,Endo Steel,172,86,99,22,20,-2,Biped,5,5,5,5,0,None,35.8,54,54,21,"1xECM Suite:RT, 1xER Medium Laser:LA, 1xLRM 20:LT, 1xLRM 20 Artemis Ammo:RT, 1xArtemis IV FCS:LT, 1xER Medium Laser:RA, 1xCASE:LT, 1xArtemis IV FCS:RT, 1xLRM 20:RT, 2xLRM 20 Artemis Ammo:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Exposed Actuators,,,,,,,
